Date Time Hour Beginning,Original Res Forecast before Lockdown,Actual Residual Demand,Deviation From Original Fc,Latest Official Residual Forecast,Alert Level 1,Alert Level 2,Alert Level 3,Alert Level 4,Alert Level 5,Zero Line
2020-03-31 06:00,25948.651999999998,17101,8847.6519999999982,,0,0,0,0,100000,.0
2020-03-31 07:00,27154.795999999998,18147.27,9007.525999999998,,0,0,0,0,100000,.0
2020-03-31 08:00,27692.674999999999,19397.400000000001,8295.2749999999978,,0,0,0,0,100000,.0
2020-03-31 09:00,27560.862000000001,19785.400000000001,7775.4619999999995,,0,0,0,0,100000,.0
2020-03-31 10:00,27335.803,20079.418000000001,7256.3849999999984,,0,0,0,0,100000,.0
2020-03-31 11:00,27420.306,20467.400000000001,6952.905999999999,,0,0,0,0,100000,.0
2020-03-31 12:00,27169.291000000001,20378.400000000001,6790.8909999999996,,0,0,0,0,100000,.0
2020-03-31 13:00,26882.795999999998,20025.400000000001,6857.395999999997,,0,0,0,0,100000,.0
2020-03-31 14:00,26963.32,19989.27,6974.0499999999993,,0,0,0,0,100000,.0
2020-03-31 15:00,27284.043000000001,20330.400000000001,6953.643,,0,0,0,0,100000,.0
2020-03-31 16:00,27530.377,21417.27,6113.107,,0,0,0,0,100000,.0
2020-03-31 17:00,28007.237000000001,22963.400000000001,5043.8369999999995,,0,0,0,0,100000,.0
2020-03-31 18:00,29539.385999999999,24045.27,5494.1159999999982,,0,0,0,0,100000,.0
2020-03-31 19:00,29375.963,22878.400000000001,6497.5629999999983,,0,0,0,0,100000,.0
2020-03-31 20:00,27293.446,20943.27,6350.1759999999995,,0,0,0,0,100000,.0
2020-03-31 21:00,25251.663,19272.400000000001,5979.262999999999,,0,0,0,0,100000,.0
2020-03-31 22:00,23410.348000000002,17609.27,5801.0780000000013,,0,0,0,0,100000,.0
2020-03-31 23:00,22376.014999999999,16263.27,6112.744999999999,,0,0,0,0,100000,.0
2020-04-01 00:00,21964.210999999999,15695.4,6268.8109999999997,,0,0,0,0,100000,.0
2020-04-01 01:00,21486.851999999999,15450.27,6036.5819999999985,,0,0,0,0,100000,.0
2020-04-01 02:00,21366.135999999999,15211.4,6154.735999999999,,0,0,0,0,100000,.0
2020-04-01 03:00,21535.831999999999,15206.27,6329.5619999999981,,0,0,0,0,100000,.0
2020-04-01 04:00,22623.151999999998,15574.27,7048.8819999999978,,0,0,0,0,100000,.0
2020-04-01 05:00,24219.824000000001,16273.4,7946.4240000000009,,0,0,0,0,100000,.0
2020-04-01 06:00,25732.427,17060.27,8672.1569999999992,,0,0,0,0,100000,.0
2020-04-01 07:00,26887.893,18182.400000000001,8705.4929999999986,,0,0,0,0,100000,.0
2020-04-01 08:00,27754.716,19291.27,8463.4459999999999,,0,0,0,0,100000,.0
2020-04-01 09:00,27430.625,19608.27,7822.3549999999996,,0,0,0,0,100000,.0
2020-04-01 10:00,27443.839,19656.400000000001,7787.4389999999985,,0,0,0,0,100000,.0
2020-04-01 11:00,27370.490000000002,19564.400000000001,7806.0900000000001,,0,0,0,0,100000,.0
2020-04-01 12:00,27060.620999999999,19529.27,7531.3509999999987,,0,0,0,0,100000,.0
2020-04-01 13:00,26790.981,19414.400000000001,7376.5809999999983,,0,0,0,0,100000,.0
2020-04-01 14:00,27077.450000000001,19624.27,7453.1800000000003,,0,0,0,0,100000,.0
2020-04-01 15:00,27320.179,20070.400000000001,7249.7789999999986,,0,0,0,0,100000,.0
2020-04-01 16:00,27718.123,21236.27,6481.8529999999992,,0,0,0,0,100000,.0
2020-04-01 17:00,28401.238000000001,23065.27,5335.9680000000008,,0,0,0,0,100000,.0
2020-04-01 18:00,29875.422999999999,24297.529999999999,5577.893,,0,0,0,0,100000,.0
2020-04-01 19:00,29422.531999999999,22915.27,6507.2619999999988,,0,0,0,0,100000,.0
2020-04-01 20:00,27500.526999999998,20980.400000000001,6520.1269999999968,,0,0,0,0,100000,.0
2020-04-01 21:00,25221.415000000001,18907.400000000001,6314.0149999999994,,0,0,0,0,100000,.0
2020-04-01 22:00,23604.962,17283.27,6321.6919999999991,,0,0,0,0,100000,.0
2020-04-01 23:00,22372.223000000002,16088.27,6283.9530000000013,,0,0,0,0,100000,.0
2020-04-02 00:00,21794.375,15467.4,6326.9750000000004,,0,0,0,0,100000,.0
2020-04-02 01:00,21447.116999999998,15307.27,6139.8469999999979,,0,0,0,0,100000,.0
2020-04-02 02:00,21307.934000000001,15260.27,6047.6640000000007,,0,0,0,0,100000,.0
2020-04-02 03:00,21442.707999999999,15330.4,6112.3079999999991,,0,0,0,0,100000,.0
2020-04-02 04:00,22432.427,15532.27,6900.1569999999992,,0,0,0,0,100000,.0
2020-04-02 05:00,24006.649000000001,15999.4,8007.2490000000016,,0,0,0,0,100000,.0
2020-04-02 06:00,25629.025000000001,17203.27,8425.755000000001,,0,0,0,0,100000,.0
2020-04-02 07:00,26735.800999999999,18524.400000000001,8211.400999999998,,0,0,0,0,100000,.0
2020-04-02 08:00,27419.863000000001,19734.27,7685.5930000000008,,0,0,0,0,100000,.0
2020-04-02 09:00,27152.145,20355.27,6796.875,,0,0,0,0,100000,.0
2020-04-02 10:00,27168.307000000001,20814.529999999999,6353.7770000000019,,0,0,0,0,100000,.0
2020-04-02 11:00,26992.889999999999,20955.27,6037.619999999999,,0,0,0,0,100000,.0
2020-04-02 12:00,26841.487000000001,21154.400000000001,5687.0869999999995,,0,0,0,0,100000,.0
2020-04-02 13:00,26716.365000000002,21111.401000000002,5604.9639999999999,,0,0,0,0,100000,.0
2020-04-02 14:00,26898.888999999999,20987.27,5911.6189999999988,,0,0,0,0,100000,.0
2020-04-02 15:00,27291.794999999998,21303.400000000001,5988.3949999999968,,0,0,0,0,100000,.0
2020-04-02 16:00,27625.606,22082.27,5543.3359999999993,,0,0,0,0,100000,.0
2020-04-02 17:00,28247.198,23697.724999999999,4549.4730000000018,,0,0,0,0,100000,.0
2020-04-02 18:00,29642.526000000002,24656.763999999999,4985.7620000000024,,0,0,0,0,100000,.0
2020-04-02 19:00,29076.889999999999,23452.592000000001,5624.2979999999989,,0,0,0,0,100000,.0
2020-04-02 20:00,27161.828000000001,21307.400000000001,5854.4279999999999,,0,0,0,0,100000,.0
2020-04-02 21:00,25195.224999999999,19525.27,5669.9549999999981,,0,0,0,0,100000,.0
2020-04-02 22:00,23493.685000000001,17719.400000000001,5774.2849999999999,,0,0,0,0,100000,.0
2020-04-02 23:00,22218.407999999999,16367.27,5851.137999999999,,0,0,0,0,100000,.0
2020-04-03 00:00,21642.832999999999,15760.4,5882.4329999999991,,0,0,0,0,100000,.0
2020-04-03 01:00,21335.815999999999,15345.27,5990.5459999999985,,0,0,0,0,100000,.0
2020-04-03 02:00,21262.714,15159.4,6103.3140000000003,,0,0,0,0,100000,.0
2020-04-03 03:00,21501.719000000001,15271.4,6230.3190000000013,,0,0,0,0,100000,.0
2020-04-03 04:00,22564.042000000001,15722.27,6841.7720000000008,,0,0,0,0,100000,.0
2020-04-03 05:00,24184.901000000002,16376.27,7808.6310000000012,,0,0,0,0,100000,.0
2020-04-03 06:00,25664.560000000001,17569.400000000001,8095.1599999999999,,0,0,0,0,100000,.0
2020-04-03 07:00,26843.892,19005.400000000001,7838.4919999999984,,0,0,0,0,100000,.0
2020-04-03 08:00,27533.845000000001,20314.27,7219.5750000000007,,0,0,0,0,100000,.0
2020-04-03 09:00,27384.625,21114.400000000001,6270.2249999999985,,0,0,0,0,100000,.0
2020-04-03 10:00,27401.467000000001,21275.27,6126.1970000000001,,0,0,0,0,100000,.0
2020-04-03 11:00,27129.373,21568.400000000001,5560.9729999999981,,0,0,0,0,100000,.0
2020-04-03 12:00,26942.353999999999,21670.400000000001,5271.9539999999979,,0,0,0,0,100000,.0
2020-04-03 13:00,26639.401000000002,21605.400000000001,5034.0010000000002,,0,0,0,0,100000,.0
2020-04-03 14:00,26264.450000000001,21898.27,4366.1800000000003,,0,0,0,0,100000,.0
2020-04-03 15:00,26548.308000000001,22511.400000000001,4036.9079999999994,,0,0,0,0,100000,.0
2020-04-03 16:00,26818.670999999998,23502.575000000001,3316.0959999999977,,0,0,0,0,100000,.0
2020-04-03 17:00,27266.841,24619.449000000001,2647.3919999999998,,0,0,0,0,100000,.0
2020-04-03 18:00,28574.669000000002,25125.213,3449.4560000000019,,0,0,0,0,100000,.0
2020-04-03 19:00,28170.298999999999,23412.101999999999,4758.1970000000001,,0,0,0,0,100000,.0
